"","artistic","conventional","enterprising","investigative","realisitc","social","income","link","full_title","career_cluster","career_pathway","soc","title","link2"
"1066",56,17,0,100,28,67,97740,"https://www.onetonline.org/link/details/19-3039.01","19-3039.01 - Neuropsychologists and Clinical Neuropsychologists","Human Services","Counseling & Mental Health Services","19-3039.00","Psychologists, All Other","https://www.onetonline.org/link/details/19-3039.01"
"1067",45,28,22,83,11,95,97870,"https://www.onetonline.org/link/details/25-1071.00","25-1071.00 - Health Specialties Teachers, Postsecondary","Education & Training","Teaching/Training","25-1071.00","Health Specialties Teachers, Postsecondary","https://www.onetonline.org/link/details/25-1071.00"
"1068",45,33,39,72,0,100,98350,"https://www.onetonline.org/link/details/25-1063.00","25-1063.00 - Economics Teachers, Postsecondary","Education & Training","Teaching/Training","25-1063.00","Economics Teachers, Postsecondary","https://www.onetonline.org/link/details/25-1063.00"
"1069",11,67,100,39,11,67,98350,"https://www.onetonline.org/link/details/11-9111.00","11-9111.00 - Medical and Health Services Managers","Health Science","Support Services","11-9111.00","Medical and Health Services Managers","https://www.onetonline.org/link/details/11-9111.00"
"1070",33,33,28,78,56,95,98360,"https://www.onetonline.org/link/details/25-1032.00","25-1032.00 - Engineering Teachers, Postsecondary","Education & Training","Teaching/Training","25-1032.00","Engineering Teachers, Postsecondary","https://www.onetonline.org/link/details/25-1032.00"
"1071",17,33,100,50,67,22,98720,"https://www.onetonline.org/link/details/41-9031.00","41-9031.00 - Sales Engineers","Marketing","Professional Sales","41-9031.00","Sales Engineers","https://www.onetonline.org/link/details/41-9031.00"
"1072",28,39,45,100,67,6,99530,"https://www.onetonline.org/link/details/19-2032.00","19-2032.00 - Materials Scientists","Science, Technology, Engineering & Mathematics","Science and Mathematics","19-2032.00","Materials Scientists","https://www.onetonline.org/link/details/19-2032.00"
"1073",0,45,100,6,6,39,100410,"https://www.onetonline.org/link/details/11-1021.00","11-1021.00 - General and Operations Managers","Business Management & Administration","General Management","11-1021.00","General and Operations Managers","https://www.onetonline.org/link/details/11-1021.00"
"1074",6,78,100,39,50,17,100580,"https://www.onetonline.org/link/details/11-3051.03","11-3051.03 - Biofuels Production Managers","Business Management & Administration","Operations Management","11-3051.03","Biofuels Production Managers","https://www.onetonline.org/link/details/11-3051.03"
"1075",6,78,100,33,67,17,100580,"https://www.onetonline.org/link/details/11-3051.04","11-3051.04 - Biomass Power Plant Managers","Business Management & Administration","Operations Management","11-3051.04","Biomass Power Plant Managers","https://www.onetonline.org/link/details/11-3051.04"
"1076",17,78,100,39,45,11,100580,"https://www.onetonline.org/link/details/11-3051.02","11-3051.02 - Geothermal Production Managers","Business Management & Administration","Operations Management","11-3051.02","Geothermal Production Managers","https://www.onetonline.org/link/details/11-3051.02"
"1077",6,78,100,33,45,6,100580,"https://www.onetonline.org/link/details/11-3051.06","11-3051.06 - Hydroelectric Production Managers","Business Management & Administration","Operations Management","11-3051.06","Hydroelectric Production Managers","https://www.onetonline.org/link/details/11-3051.06"
"1078",6,83,100,22,28,39,100580,"https://www.onetonline.org/link/details/11-3051.00","11-3051.00 - Industrial Production Managers","Business Management & Administration","Operations Management","11-3051.00","Industrial Production Managers","https://www.onetonline.org/link/details/11-3051.00"
"1079",11,95,72,33,61,6,100580,"https://www.onetonline.org/link/details/11-3051.05","11-3051.05 - Methane/Landfill Gas Collection System Operators","Business Management & Administration","Operations Management","11-3051.05","Methane/Landfill Gas Collection System Operators","https://www.onetonline.org/link/details/11-3051.05"
"1080",6,78,100,39,56,17,100580,"https://www.onetonline.org/link/details/11-3051.01","11-3051.01 - Quality Control Systems Managers","Business Management & Administration","Operations Management","11-3051.01","Quality Control Systems Managers","https://www.onetonline.org/link/details/11-3051.01"
"1081",22,6,33,50,39,100,100590,"https://www.onetonline.org/link/details/29-1161.00","29-1161.00 - Nurse Midwives","Health Science","Therapeutic Services","29-1161.00","Nurse Midwives","https://www.onetonline.org/link/details/29-1161.00"
"1082",67,28,11,100,61,28,100590,"https://www.onetonline.org/link/details/19-2011.00","19-2011.00 - Astronomers","Science, Technology, Engineering & Mathematics","Science and Mathematics","19-2011.00","Astronomers","https://www.onetonline.org/link/details/19-2011.00"
"1083",11,83,39,56,17,0,101560,"https://www.onetonline.org/link/details/15-2011.00","15-2011.00 - Actuaries","Finance","Insurance","15-2011.00","Actuaries","https://www.onetonline.org/link/details/15-2011.00"
"1084",22,61,28,95,67,0,101790,"https://www.onetonline.org/link/details/15-1132.00","15-1132.00 - Software Developers, Applications","Information Technology","Programming and Software Development","15-1132.00","Software Developers, Applications","https://www.onetonline.org/link/details/15-1132.00"
"1085",17,45,33,95,89,0,102160,"https://www.onetonline.org/link/details/17-2041.00","17-2041.00 - Chemical Engineers","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2041.00","Chemical Engineers","https://www.onetonline.org/link/details/17-2041.00"
"1086",50,45,28,100,78,17,102180,"https://www.onetonline.org/link/details/17-2072.00","17-2072.00 - Electronics Engineers, Except Computer","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2072.00","Electronics Engineers, Except Computer","https://www.onetonline.org/link/details/17-2072.00"
"1087",17,45,22,72,89,0,102180,"https://www.onetonline.org/link/details/17-2072.01","17-2072.01 - Radio Frequency Identification Device Specialists","Science, Technology, Engineering & Mathematics","Engineering and Technology","17-2072.01","Radio Frequency Identification Device Specialists","https://www.onetonline.org/link/details/17-2072.01"
"1088",28,61,50,100,22,11,102490,"https://www.onetonline.org/link/details/19-3011.00","19-3011.00 - Economists","Science, Technology, Engineering & Mathematics","Science and Mathematics","19-3011.00","Economists","https://www.onetonline.org/link/details/19-3011.00"
"1089",17,39,45,100,6,17,102490,"https://www.onetonline.org/link/details/19-3011.01","19-3011.01 - Environmental Economists","Science, Technology, Engineering & Mathematics","Science and Mathematics","19-3011.01","Environmental Economists","https://www.onetonline.org/link/details/19-3011.01"
"1090",50,61,11,100,11,0,103010,"https://www.onetonline.org/link/details/15-2021.00","15-2021.00 - Mathematicians","Science, Technology, Engineering & Mathematics","Science and Mathematics","15-2021.00","Mathematicians","https://www.onetonline.org/link/details/15-2021.00"
"1091",28,28,22,83,56,89,103880,"https://www.onetonline.org/link/details/29-1171.00","29-1171.00 - Nurse Practitioners","Health Science","Therapeutic Services","29-1171.00","Nurse Practitioners","https://www.onetonline.org/link/details/29-1171.00"
"1092",22,39,11,83,89,0,103990,"https://www.onetonline.org/link/details/19-2099.01","19-2099.01 - Remote Sensing Scientists and Technologists","Science, Technology, Engineering & Mathematics","Science and Mathematics","19-2099.00","Physical Scientists, All Other","https://www.onetonline.org/link/details/19-2099.01"
"1093",22,39,11,83,89,0,103990,"https://www.onetonline.org/link/details/19-2099.01","19-2099.01 - Remote Sensing Scientists and Technologists","Science, Technology, Engineering & Mathematics","Science and Mathematics","19-2099.01","Remote Sensing Scientists and Technologists","https://www.onetonline.org/link/details/19-2099.01"
"1094",22,83,72,83,50,17,104650,"https://www.onetonline.org/link/details/15-1143.00","15-1143.00 - Computer Network Architects","Information Technology","Network Systems","15-1143.00","Computer Network Architects","https://www.onetonline.org/link/details/15-1143.00"
"1095",6,45,72,33,83,6,104650,"https://www.onetonline.org/link/details/15-1143.01","15-1143.01 - Telecommunications Engineering Specialists","Information Technology","Network Systems","15-1143.01","Telecommunications Engineering Specialists","https://www.onetonline.org/link/details/15-1143.01"
"1096",0,28,28,61,72,67,104860,"https://www.onetonline.org/link/details/29-1071.01","29-1071.01 - Anesthesiologist Assistants","Health Science","Therapeutic Services","29-1071.01","Anesthesiologist Assistants","https://www.onetonline.org/link/details/29-1071.01"
"1097",17,28,11,89,50,89,104860,"https://www.onetonline.org/link/details/29-1071.00","29-1071.00 - Physician Assistants","Health Science","Therapeutic Services","29-1071.00","Physician Assistants","https://www.onetonline.org/link/details/29-1071.00"
"1098",45,28,67,78,0,95,104910,"https://www.onetonline.org/link/details/25-1112.00","25-1112.00 - Law Teachers, Postsecondary","Education & Training","Teaching/Training","25-1112.00","Law Teachers, Postsecondary","https://www.onetonline.org/link/details/25-1112.00"
"1099",17,61,95,72,33,11,105610,"https://www.onetonline.org/link/details/11-9199.11","11-9199.11 - Brownfield Redevelopment Specialists and Site Managers","Business Management & Administration","General Management","11-9199.11","Brownfield Redevelopment Specialists and Site Managers","https://www.onetonline.org/link/details/11-9199.11"
"1100",6,78,72,45,45,11,105610,"https://www.onetonline.org/link/details/11-9199.02","11-9199.02 - Compliance Managers","Business Management & Administration","General Management","11-9199.02","Compliance Managers","https://www.onetonline.org/link/details/11-9199.02"
"1101",0,61,100,11,0,28,105610,"https://www.onetonline.org/link/details/11-9199.03","11-9199.03 - Investment Fund Managers","Business Management & Administration","General Management","11-9199.03","Investment Fund Managers","https://www.onetonline.org/link/details/11-9199.03"
"1102",0,83,100,17,45,28,105610,"https://www.onetonline.org/link/details/11-9199.08","11-9199.08 - Loss Prevention Managers","Business Management & Administration","General Management","11-9199.08","Loss Prevention Managers","https://www.onetonline.org/link/details/11-9199.08"
"1103",11,72,100,17,11,39,105610,"https://www.onetonline.org/link/details/11-9199.01","11-9199.01 - Regulatory Affairs Managers","Business Management & Administration","General Management","11-9199.00","Managers, All Other","https://www.onetonline.org/link/details/11-9199.01"
"1104",6,78,72,45,45,11,105610,"https://www.onetonline.org/link/details/11-9199.02","11-9199.02 - Compliance Managers","Business Management & Administration","General Management","11-9199.00","Managers, All Other","https://www.onetonline.org/link/details/11-9199.02"
"1105",0,61,100,11,0,28,105610,"https://www.onetonline.org/link/details/11-9199.03","11-9199.03 - Investment Fund Managers","Business Management & Administration","General Management","11-9199.00","Managers, All Other","https://www.onetonline.org/link/details/11-9199.03"
"1106",11,61,100,17,28,22,105610,"https://www.onetonline.org/link/details/11-9199.04","11-9199.04 - Supply Chain Managers","Business Management & Administration","General Management","11-9199.00","Managers, All Other","https://www.onetonline.org/link/details/11-9199.04"
"1107",6,67,100,33,39,6,105610,"https://www.onetonline.org/link/details/11-9199.07","11-9199.07 - Security Managers","Business Management & Administration","General Management","11-9199.00","Managers, All Other","https://www.onetonline.org/link/details/11-9199.07"
"1108",0,83,100,17,45,28,105610,"https://www.onetonline.org/link/details/11-9199.08","11-9199.08 - Loss Prevention Managers","Business Management & Administration","General Management","11-9199.00","Managers, All Other","https://www.onetonline.org/link/details/11-9199.08"
"1109",11,78,95,33,50,6,105610,"https://www.onetonline.org/link/details/11-9199.09","11-9199.09 - Wind Energy Operations Managers","Business Management & Administration","General Management","11-9199.00","Managers, All Other","https://www.onetonline.org/link/details/11-9199.09"
